,id,Time,Tweet
2031,944716997430046720,2023-02-13 18:09:44+00:00,b'@jdazagb @OficialEdesur Aja. Y el agua del grifo a 34 conserva los alimentos y controla al mosquito del dengue en... https://t.co/4Gp4VlMctq'
2033,2830370976,2023-02-13 18:08:54+00:00,b'Eliminemos todos los criaderos de mosquitos.   \n\nSegui estas recomendaciones para prevenir el Dengue y Chikunguny... https://t.co/5l6QmoKQVB'
2034,1349070605065342979,2023-02-13 18:08:29+00:00,b'Dengue: Brusque registra dois casos em 2023 https://t.co/MKGekIJPQ0'
2037,1317862973117956097,2023-02-13 18:08:20+00:00,"b'@__donascimento Miga olha, como alguem que pegou essa dengue 3.0 ano passado eu so digo uma coisa: acordo passo rep... https://t.co/ESJYrn2Hfc'"
2038,1029889143957061632,2023-02-13 18:08:16+00:00,b'So pq eu e Maicon ia comeca a caminhar a noite to com dengue '
2039,1241257503004004352,2023-02-13 18:08:03+00:00,"b'Parece que estoy con dengue, me quiero morirrrr'"
2040,273998517,2023-02-13 18:07:16+00:00,b'Minsa advierte aumento de casos de dengue y lanza alerta epidemiologica https://t.co/3MIGhfQ8NE'
2043,131395911,2023-02-13 18:06:15+00:00,b'RT @fran_uscanga: #TipsParaTuSalud\nLa fiebre del dengue es una enfermedad tropical provocada por un virus que transmiten los mosquitos. El...'
2045,952706662774771712,2023-02-13 18:05:23+00:00,b'um mosquito da dengue acaba de me picar\nhttps://t.co/PzQBJHtMKC'
2048,1629461322,2023-02-13 18:03:58+00:00,b'@EssapSA Y los medidores con perdidas y el reloj medidor bajo agua. Jajaja uds mismos me generan dengue y chinkugun... https://t.co/k7IK4n7C87'
2051,181021373,2023-02-13 18:00:52+00:00,"b'""Perdon que te erra-dique"" \nTODOS CONTRA EL DENGUE!  https://t.co/S75oE2m8kb'"
2052,951833335344631811,2023-02-13 18:00:01+00:00,"b""@mqbayod Als EEUU pitjor, els posen contra varis tipus de grip, varis tipus d' hepatitis, dengue, difterica, tosfer... https://t.co/frf2N1CkTj"""
2053,155587053,2023-02-13 18:00:00+00:00,"b'#dengue #Salud  En lo que va del ano, se han presentado 25 casos de dengue en la entidad, por lo que el sector Sal... https://t.co/Sx6n5h3Uop'"
2054,1105595826330628098,2023-02-13 17:59:55+00:00,b'RT @me15000: Part 2/2:\nGenetically Modified Mosquitoes Arrive In Florida\n\nGenetically engineered mosquitoes have arrived in U.S. 20 million...'
2056,129973351,2023-02-13 17:59:32+00:00,b'RT @FMRadioFuego: AL AIRE POR FUEGO! Dr. #MarceloAguilar : La salud en el Ecuador en post pandemia | Que Pasa? con Mariela\n\nMIRANOS AH...'
2061,135635793,2023-02-13 17:58:14+00:00,b'AL AIRE POR FUEGO! Dr. #MarceloAguilar : La salud en el Ecuador en post pandemia | Que Pasa? con Mariela\n\nMIRA... https://t.co/heFbdmypR9'
2062,325756456,2023-02-13 17:58:00+00:00,b'#JuntosPorLaSalud | Personal del #Distrito09D04 de @Salud_Ec socializa en las salas de espera sobre las medidas de... https://t.co/36xPftkAl2'
2063,1515924820189454338,2023-02-13 17:57:55+00:00,b'Bancada de CA presento demanda en fiscalia de anticorrupcion contra de Andrea Hoyos y Ricardo Oviedo de Emacruz por... https://t.co/JI6BtAX8e5'
2067,933710884337278976,2023-02-13 17:56:51+00:00,b'Eliminemos todos los criaderos de mosquitos.   \nSegui estas recomendaciones para prevenir el Dengue y Chikungunya... https://t.co/bwPwFcpHUO'
2069,812113972455477248,2023-02-13 17:54:41+00:00,b'Asambleista Reyes espera que se declare alerta roja por los casos de dengue en Tarija\n#LaVozdeTarija #Tarija \nhttps://t.co/rTy0YbOos2'
2070,51909487,2023-02-13 17:54:20+00:00,b'Mi tia una vez me sermoneo porque puse que ojala me muriera de dengue hemorragico jajajaja mi tia ya fallecio  https://t.co/X897zAkdnm'
2071,1037109542184792064,2023-02-13 17:53:58+00:00,b'Eliminemos todos los criaderos de mosquitos.  .\nSegui estas recomendaciones para prevenir el Dengue y Chikungunya... https://t.co/Z9eP3oM67c'
2072,56343974,2023-02-13 17:52:45+00:00,b'@TheBluePen25 @chennaicorp Seriously yes - kid got dengue a couple of moths back '
2074,1515924820189454338,2023-02-13 17:52:00+00:00,"b'A pesar de la minga realizada esta semana, Sedes senala que aun no pueden frenar ni controlar la epidemia del Dengu... https://t.co/UPOuq0Pz9K'"
2077,131557124,2023-02-13 17:51:24+00:00,b'Eliminemos todos los criaderos de mosquitos. \n\nSegui estas recomendaciones para prevenir el Dengue y Chikungunya.... https://t.co/1VEYBV49SO'
2078,1380512110573158403,2023-02-13 17:50:46+00:00,"b'Ante el aumento de notificaciones de chikungunya y dengue, y en el afan de controlar la proliferacion del mosquito... https://t.co/CXa6TE8Yvl'"
2079,805898235885850628,2023-02-13 17:49:20+00:00,b'Toda hora eu tenho que lembrar que tava com dengue e nao conseguia me alimentar direito '
2081,1422295720028147713,2023-02-13 17:49:00+00:00,b'Eliminemos todos los criaderos de mosquitos.   \n.\nSegui estas recomendaciones para prevenir el Dengue y Chikungun... https://t.co/Fn27vBpwOK'
2083,1261146058177961984,2023-02-13 17:48:36+00:00,"b'Incrivel como sempre que decido passar o carna aqui no CE, acontece algo pra sabotar... dessa vez e a bendita dengue! '"
2086,419828047,2023-02-13 17:48:20+00:00,b'Se los anticipe! El dengue ya esta en #Tucuman. Que esta haciendo el @GobiernoTucuman ante esta situacion? Que med... https://t.co/EwiVkXmy20'
2087,216334777,2023-02-13 17:48:10+00:00,b'Eliminemos todos los criaderos de mosquitos.   \n\nSegui estas recomendaciones para prevenir el Dengue y Chikunguny... https://t.co/kP59VsiQ4D'
2088,283713421,2023-02-13 17:47:30+00:00,b'Aos quase 30 a ressaca e pior que dengue '
2089,622212740,2023-02-13 17:46:01+00:00,"b'resumo da minha ultima semana: minha psicologa vai sair da clinica, tive dengue, passei o resto da semana de cama e... https://t.co/afpjFHQ4Kh'"
2090,1534541622716809217,2023-02-13 17:45:28+00:00,"b'RT @DPS_Artemisa: #CubaPorLaVida La prevencion del Dengue, las Arbovirosis, la Covid 19 y las enfermedades diarreicas agudas, son temas tra...'"
2091,808808871074656256,2023-02-13 17:44:47+00:00,b'Aedes Aegypti: En Pirane refuerzan las tareas de prevencion\n\nLink de la nota: https://t.co/Em4glvekNk\n\n#Formosa... https://t.co/FISjv34cGy'
2094,256578250,2023-02-13 17:43:47+00:00,b'Eliminemos todos los criaderos de mosquitos! Segui estas recomendaciones para prevenir el #dengue y #chikungunya ... https://t.co/tYnbYA2UFP'
2095,1617980159100964877,2023-02-13 17:43:17+00:00,b'In @HYDERABAD or @TelanganaDGP @TelanganaCOPs Office how many machar techniques you use ; You Know what is Machar... https://t.co/c4kxtuSISu'
2096,1534541622716809217,2023-02-13 17:42:58+00:00,b'RT @DPS_Artemisa: Sabias que? Insistir en lucha integral contra el #AedesAegypti en #Artemisa y ser responsable ante la higiene comunal y c...'
2100,746242368,2023-02-13 17:42:27+00:00,"b'Voltei a jogar bola e agora parece que eu to com dengue,com dor no corpo inteiro'"
2101,1179462642,2023-02-13 17:41:58+00:00,b'Eliminemos todos los criaderos de mosquitos.   \nSegui estas recomendaciones para prevenir el Dengue y Chikungunya... https://t.co/cibFtahT3n'
2102,305348285,2023-02-13 17:41:33+00:00,b'Dejaremos de tener Dengue/ chikuncuya cuando la gente limpie sus casas y la municipalidad se encargue de llevar TOD... https://t.co/I7HMi865V7'
2103,1396822390357770251,2023-02-13 17:41:01+00:00,"b'Boletim da dengue: agentes do Controle de Endemias visitaram mais de 4,5 mil imoveis de Araras em janeiro.     ... https://t.co/ZpoOHQKnOQ'"
2104,3231364401,2023-02-13 17:40:44+00:00,b'Em menos de um mes peguei dengue e agora to gripada'
2105,183329260,2023-02-13 17:40:35+00:00,b'RT @xeniagabella: Si te vas de vacaciones cuidate. \n #dengue o  #chinkungunya. \n\n#ActivatecontraelMosquito #SaludParaTodos\n\n@ric_sastre @s...'
2106,1033010409127731200,2023-02-13 17:40:33+00:00,b'Eliminemos todos los criaderos de mosquitos.   \n.\nSegui estas recomendaciones para prevenir el Dengue y Chikungun... https://t.co/oJ5bpdZLze'
2108,200217249,2023-02-13 17:38:47+00:00,b'Eliminemos todos los criaderos de mosquitos.   \n\nSegui estas recomendaciones para prevenir el Dengue y Chikunguny... https://t.co/pQXRrTA6M8'
2109,188870982,2023-02-13 17:38:36+00:00,b'Campana en Santa Cruz logro acabar con 953.375 criaderos del mosquito portador del dengue https://t.co/40XWSRplN0'
2110,817529114,2023-02-13 17:38:18+00:00,b'Eliminemos todos los criaderos de mosquitos.   \n.\nSegui estas recomendaciones para prevenir el Dengue y Chikungun... https://t.co/QJiuAsZRX9'
2112,209279715,2023-02-13 17:36:56+00:00,b' #ANF | #Sociedad El presidente Arce agradecio a los brigadistas que participaron en la movilizacion y al pueblo c... https://t.co/nkOE8i37km'
2113,822256449803980801,2023-02-13 17:36:43+00:00,"b'Socaria, porque num faz sentido a pessoa nascer bonita desse jeito e eu nascer parecendo um suricato com dengue'"
2115,1232320743293292546,2023-02-13 17:35:22+00:00,"b'Tras el incremento de casos de chikungunya y dengue, varios colegios privados de Asuncion y el departamento Central... https://t.co/DgkwVwBdOs'"
2117,1171957371624538112,2023-02-13 17:33:11+00:00,b'someone recently left a comment on this which reminded me of a funny little fun fact which is that i wrote this whi... https://t.co/CK59sz3bdC'
2118,1036252337411645440,2023-02-13 17:33:00+00:00,b'que dlc peguei dengue'
2119,20023738,2023-02-13 17:32:31+00:00,"b'Interesante articulo del uso de mosquitos Aedes aegypti infectados por Wolbachia para reducir los casos de dengue,... https://t.co/I21JRdrE9c'"
2120,4928287240,2023-02-13 17:32:20+00:00,"b'#LuchoContraElDengue | Todos unidos podemos hacer frente al dengue, por ello es importante que en casa deseches el... https://t.co/gqJtUrB7e0'"
2121,1534594898770501632,2023-02-13 17:32:18+00:00,"b'acho que peguei dengue tipo no comeco do ano e chikungunya no comeco de fev, que isso hein'"
2125,144678130,2023-02-13 17:31:22+00:00,b'#Bolivia | Como diferenciar el dengue del zika y chikungunya?\nhttps://t.co/otUFkf7IO2 https://t.co/SrFSYyiOtw'
2126,98018119,2023-02-13 17:31:18+00:00,b'RT @elmeridiano_co: #Sincelejo | Quieren conocer mas sobre el dengue\n\nhttps://t.co/ZZp59Bd4ro\n\n@MinSaludCol @salud_sincelejo @GobSucre @alc...'
2130,580910132,2023-02-13 17:28:14+00:00,"b'RT @SantiCarneri: Besame antes de que el dengue, el  chikunguna o la covid nos lleve'"
2132,1148082512578666496,2023-02-13 17:27:42+00:00,"b'minha mae e minha vo com suspeita de dengue, no hospital e eu so queria estar la cuidando delas assim como sempre fizeram comigo '"
2136,1608696160176295936,2023-02-13 17:26:43+00:00,b'@dukomerness @pacojuega Cuidado te viole un mosquito cuando salgas pero de seguro tu le pasas el dengue al mosquito... https://t.co/NAslKzfUHh'
2137,88997749,2023-02-13 17:25:59+00:00,b'Lucha contra el dengue y la chikungunya.\n\nEssap repone tapas y limpia medidores de forma gratuita.... https://t.co/As9ju71ApU'
2148,1586698143575560194,2023-02-13 17:22:34+00:00,b'jornadas de fumigacion contra el dengue y el paludismo https://t.co/Aih20kQ5Vf'
2150,2935533454,2023-02-13 17:21:30+00:00,b'El dengue mata.\nY la mala gestion tambien.\nAuxilio! https://t.co/GReRbgC0H1'
2153,1308559850,2023-02-13 17:18:12+00:00,b'13. Life is all about surprises. Before my first ever hospitalization in 2019 for a Dengue Fever treatment I never... https://t.co/IaGkQKixUl'
2154,230015855,2023-02-13 17:17:44+00:00,b'precisando de dicas de como fazer meu pai que ta com dengue beber agua sendo que ele e teimoso e odeia beber agua'
2155,1632918924,2023-02-13 17:17:03+00:00,b'Diskes Kota Pekanbaru Catat 9 Kasus Demam Berdarah Dengue Sepanjang Tahun 2023 https://t.co/uSFvhwnGmd'
2156,1579138141293789184,2023-02-13 17:16:56+00:00,b'*Eu passando mal hj ne*\nTinte: dengue\nMatheus: gravidez\nGoogle:morte'
2158,1344690072814292994,2023-02-13 17:16:36+00:00,b'A vacina pra dengue cade ninguem pensou os pontinhos e as upas estao lotados.'
2159,1603481470160732160,2023-02-13 17:16:26+00:00,b'RT @StrosHorns1705: @MadBeare @nycguidovoice extremely comical. buncha Shrek sounding mfers dying of dengue fever in a malarial Panamanian...'
2160,1051532513590546433,2023-02-13 17:16:25+00:00,b'@lelinha_val_ Ixi amiga num e dengue?'
2162,1191942165779427328,2023-02-13 17:15:48+00:00,b'se isso for dengue eu choro'
2163,30054530,2023-02-13 17:15:23+00:00,b'Varias instituciones privadas de Central y Asuncion postergaron el inicio de clases debido al aumento de chikunguny... https://t.co/fYKjlk9Hq4'
2164,1563368298,2023-02-13 17:15:16+00:00,"b'@LuchoXBolivia Ni modo, tuviste que salir a tapar y apoyar al bolud de tongo, por su incapacidad estamos con tantos fallecidos por dengue!'"
2165,250343542,2023-02-13 17:15:00+00:00,b'#ElPaisDD Asuman su responsabilidad! Piden a la poblacion contribuir a bajar los casos de dengue en Colon https://t.co/c1iWYlIzvJ'
2168,1108548433730813952,2023-02-13 17:14:19+00:00,b'Sera que a dengue veio '
2169,3303159382,2023-02-13 17:14:11+00:00,b'#NoticieroPopular\nBolivia enfrenta brote de dengue en  7 regiones https://t.co/qTLGqB87sX'
2170,1526209386519085058,2023-02-13 17:13:37+00:00,b'Clinica mesocruz continua con la campana contra *EL DENGUE* es por eso que lanzamos un precio especial y aperturamo... https://t.co/6DMKDCaVCH'
2171,131401930,2023-02-13 17:13:18+00:00,b'#TipsParaTuSalud\nLa fiebre del dengue es una enfermedad tropical provocada por un virus que transmiten los mosquito... https://t.co/Cf8AEdK3aW'
2172,832543705,2023-02-13 17:12:12+00:00,"b'Dengue o chikunguya o como sea. No me deja ni caminar , imaginense intentar levantarse de la cama y que tu pierna s... https://t.co/88oRzFY5Rb'"
2175,35604602,2023-02-13 17:11:59+00:00,b'https://t.co/szZtyNzGY8\n\nNebulizacao esta em execucao no Conjunto Habitacional Mario Covas. As informacoes sao da V... https://t.co/R5dQN83R7d'
2176,102735739,2023-02-13 17:10:23+00:00,b'Dengue : cinq cas confirmes en France https://t.co/bu0tKfnliV'
2177,35967075,2023-02-13 17:08:22+00:00,b'Buenisima la campana de @Minsa_Peru contra dengue https://t.co/BsbQLS7H2d'
2178,3486606976,2023-02-13 17:08:13+00:00,b'agua de coco de caixinha tem gosto de agua parada em pneu com foco de mosquito da dengue'
2180,1188610862354972673,2023-02-13 17:06:10+00:00,b'#Aygun | Minga contra el dengue en Santa Cruz intervino mas 114 mil viviendas y detecto 540 sospechosos https://t.co/OJWjTBSI1b'
2181,1008782966955413504,2023-02-13 17:05:25+00:00,b'a dengue ta pra me levar de arrasta pra cima e se eu pegar essa covid bem aq da minha irma o velorio na semana de c... https://t.co/ZTirJzAvqq'
2182,1483108376917823494,2023-02-13 17:04:41+00:00,b'@aguero_rogelio @DanielGomezR Ahora piden test de dengue para asegurar'
2183,722251913832505344,2023-02-13 17:04:34+00:00,b'Hoy lunes el personal de Vectores se encuentra realizando visitas domiciliarias en la Colonia Santa Cecilia de Cabo... https://t.co/NsP6UWgsJT'
2186,1683586256,2023-02-13 17:02:55+00:00,"b'Gente todo mundo com dengue, na epoca do fumace nao tinha isso '"
2189,1224343963223629825,2023-02-13 17:01:16+00:00,"b'3 dias com uma dor de cabeca chata, achei que tava com dengue mas nao sair dessa fase mds.'"
2190,1696611762,2023-02-13 17:01:05+00:00,b'Conoce la musica de Jxke  La Sanyea Dengue  The Wandering Off. \n#ExpandeTusSentidos\nhttps://t.co/yjBUx0VECF https://t.co/fDOg1Jt0kb'
2191,141748534,2023-02-13 17:00:13+00:00,"b'@sou1mu Ta bizarro, Murilo :/ \nUma sensacao real da gravidade que a dengue tem'"
2193,1578034614006054912,2023-02-13 16:59:50+00:00,b'@MyQueenLace kshsjs LT SA LAMOK!  dengue is waving at me'
2194,1554867811851423751,2023-02-13 16:59:26+00:00,b'Alguien mas agarro dengue ? '
2196,423605188,2023-02-13 16:58:00+00:00,"b'RT @NoticiasRSV: #Entrevista  Estamos en una zona de exito,  con los casos de dengue. Es importante entender que el mosquito va a seguir...'"
2198,1138051655226859520,2023-02-13 16:57:08+00:00,b'se eu tiver com dengue de novo e o meu fim'
2205,1521295430985863169,2023-02-13 16:55:46+00:00,b'DENGUE: COMO EVITAR LA PRESENCIA DEL MOSQUITO TRANSMISOR https://t.co/vEvjH5ieBX'
2206,365660929,2023-02-13 16:55:06+00:00,b'Forca Tarefa Estadual de combate a dengue e chikungunya em Januaria https://t.co/t8SsQrt6yt https://t.co/ZNEz3ZF61n'
2210,1542166436730339331,2023-02-13 16:53:07+00:00,"b'@Danielbricen Cientifica cubana recibe premio internacional en Francia\nMaria Guadalupe, directora del Centro de Inv... https://t.co/nd1jsx9LW8'"
2212,966099010732855297,2023-02-13 16:52:35+00:00,b'#LaPaz\nComunidades tropicales de #Zongo fueron fumigadas para prevenir el #dengue https://t.co/3uYXWhrobL'
2214,359608704,2023-02-13 16:51:48+00:00,"b'A mulher dormiu 2 horas ontem de manha, levantou e foi pra arambare. Hoje parece que estou com dengue.'"
2220,849117048315760640,2023-02-13 16:51:01+00:00,"b'to suspeitando que to  com dengue, mas to com medo de ir pro hospital e pegar mais doencas '"
2221,1334143348626612225,2023-02-13 16:50:50+00:00,"b'Meu tio Reinaldo rodou por 36 horas seguidas so pra conseguir estar presente e ainda sim, cansado, assumiu a churra... https://t.co/KzzBZkSnZV'"
2223,1199862996694163457,2023-02-13 16:50:24+00:00,"b'@donacricrizenta @AlineTLSaoPaulo @tarcisiogdf @butantanoficial Uma prima minha, morreu 15 dias apos a segunda dose... https://t.co/itgo3St1jC'"
2224,2161343363,2023-02-13 16:50:22+00:00,"b'Sofi: mami tenes que cuidarte del dengue, algunos no caminan.\nMami: gue que no tienen pata?\nJAJAJAJAAJAJA'"
2225,1336434981250478081,2023-02-13 16:50:04+00:00,b'#SantaCruz | La gran minga contra el dengue alcanzo a mas 114 mil viviendas y detecto 540 sospechosos. Autoridades... https://t.co/w7m3YIqDoK'
2226,1277731436552957954,2023-02-13 16:49:57+00:00,"b'Propio de la prensa BASURA y MERCENARIA. Se realizo la MINGA contra el dengue en SCZ, en lugar de informar y apoyar... https://t.co/2bzphj42so'"
2231,50132431,2023-02-13 16:46:51+00:00,b' #Tamaulipas |  Madruga  el #dengue. El informe epidemiologico mensual muestra un posible caso en el sur del esta... https://t.co/73qByWoTkt'
2232,2823811679,2023-02-13 16:45:51+00:00,"b'#BTVInforma| \nEl reporte oficial del Ministerio de Salud establece que los casos de Dengue alcanzan a 5.549, de lo... https://t.co/oGEF7dNfuf'"
2235,1372939538,2023-02-13 16:43:47+00:00,b'#CharlaINSPI \nMira a traves de nuestro canal de Youtube la charla completa sobre Lineamientos Tecnicos de Laborato... https://t.co/RCPIyIdRZ4'
2238,1531363077911896065,2023-02-13 16:42:12+00:00,b'Nacional l Salud\nIncremento de casos de #colera y #dengue a comienzos de ano\nhttps://t.co/BcA3IuzGBD'
2240,1617980159100964877,2023-02-13 16:41:44+00:00,b'In olden days; best ways to deal with Mosquitoes or Malaria or Dengue Fever is to use Tortoise @TelanganaCOPs ; Do... https://t.co/HxwRkzwgwX'
2242,318172383,2023-02-13 16:41:22+00:00,"b'@AdrianzenEduard @Minsa_Peru Que bueno que la creatividad Peruana se use en un tema muy importante, prevenir los contagios por Dengue'"
2244,902840216,2023-02-13 16:40:00+00:00,b'no quiero tener dengue'
2247,1561468045851299841,2023-02-13 16:39:13+00:00,"b'lembrei que quando tava passando mal, toda vez que eu tomava ibuprofeno, eu vomitava e meu corpo n absorvia. dai me... https://t.co/qKdiY5P5ed'"
2250,620904809,2023-02-13 16:38:12+00:00,b'Auza pide a Sedes repicar minga contra el dengue en sus regiones https://t.co/PwxWLIt3bK https://t.co/xIsljgtXtI'
2251,1115445624,2023-02-13 16:38:00+00:00,b'RT @AstralChileNews: World Astral Radio Andreas Corporation\nhttps://t.co/oi5NPVUC1b\n@AstralChileNews\nInternational News\nCommunication Media...'
2252,2753463418,2023-02-13 16:37:45+00:00,"b'Campinas tinha Investimento Nacional e Internacional, do setor publico e Privado.\nHoje faltam verbas p/Infra estrut... https://t.co/O8W1gLYXmB'"
2255,920823867010150401,2023-02-13 16:36:36+00:00,b'RT @txratti: infeliz triste acabado chateado magoado angustiado doente fimosento esquizofrenico vazio depressivo abandonado usado sozinho e...'
2257,1311039210,2023-02-13 16:35:51+00:00,b'La Gobernacion del Beni desplego un plan de atencion inmediata a la transitabilidad de sus carreteras que fueron af... https://t.co/MSQGf2sQQU'
2261,331637919,2023-02-13 16:34:49+00:00,b'RT @alerprensa: #ContactoSur\n#Mexico  Continua la busqueda de defensores de DD. HH desaparecidos\n#Bolivia Santa Cruz registra mayor can...'
2266,1224800355302723584,2023-02-13 16:31:09+00:00,b'@ThiagoPassaglia a tal da dengue'
2271,131248896,2023-02-13 16:29:41+00:00,b' Los titulos en El Noticiero de la Gente\n\n Dengue en Recreo\n Colon: tercera caida consecutiva\n Juega el Tate https://t.co/wBF3eGWrGu'
2272,1204511968218025984,2023-02-13 16:29:40+00:00,b'Nao sei se to torcendo mais pra estar com Covid ou dengue. Acho q dengue daria menos trabalho pro Carnaval q ta che... https://t.co/g0cAs38yE8'
2273,747147146,2023-02-13 16:29:26+00:00,b'Eliminemos todos los criaderos de mosquitos.   \n\nSegui estas recomendaciones para prevenir el Dengue y Chikunguny... https://t.co/r8WIR7afG3'
2274,2902201925,2023-02-13 16:29:15+00:00,"b'A semana passada foi tao dificil, pegar dengue foi o meu pior pesadelo, nao vejo a hora de estar 100%'"
2275,31459537,2023-02-13 16:28:06+00:00,b'Dengue en Bolivia: mas de 5.000 casos y 18 fallecidos https://t.co/nsqFbTjICd https://t.co/ATnoGeLDeJ'
2277,991982714701180929,2023-02-13 16:26:49+00:00,b'@popupy Volvio con todo el dengue y CIA.\nDurante la pandemia se fueron  de vacaciones '
2280,978737887868063744,2023-02-13 16:26:08+00:00,b'@ClariRiquelme_ Porque cuando habia covid desaparecio dengue ahora hay dengue desaparece covid se ponen de acuerdo... https://t.co/XH1ZJb6e0q'
2281,3309000760,2023-02-13 16:25:29+00:00,b'toda focada na academia e me vem uma dengue que vai fazer eu ficar sem treinar '
2283,962893300092035072,2023-02-13 16:23:30+00:00,b'#Bolivia #Noticias #Tarija #edicion #digital \nEl Responsable de la Unidad de Epidemiologia del Servicio Departament... https://t.co/xpczGRqvsN'
2285,1381700375640674305,2023-02-13 16:23:08+00:00,b'Resultados de la Gran Minga Contra el Dengue en Santa Cruz.\n#LuchoContraElDengue\n#UnidosHaciaElBicentenario https://t.co/v3yWSpCVps'
2290,732591196774748160,2023-02-13 16:19:26+00:00,"b'#Bolivia | #Salud\nAdemas, la enfermedad dejo, hasta el momento, 18 victimas mortales. https://t.co/tfRiYJWnSO'"
2291,1553270687296417792,2023-02-13 16:18:19+00:00,b'@__tanveersheikh @optrisod @SupriyaShrinate @ssrajputINC @AnumaVidisha @Pooja_Tripathii @NayakRagini... https://t.co/gXlDJfb836'
2292,1468656408833015810,2023-02-13 16:18:17+00:00,b'creo q tengo dengue'
2293,118461876,2023-02-13 16:17:52+00:00,b'Invito a leer mi Reporte N 3 sobre DENGUE https://t.co/KCOXQjGLKT'
2294,1368064467054034945,2023-02-13 16:16:48+00:00,b'Y la vida es una vez nomas... #Dengue #Chikungunya #Zika https://t.co/qL5QtavCvl'
2295,1240353051862601729,2023-02-13 16:16:03+00:00,b'@EDelCastilloDC El dengue no mata tanto como la justicia boliviana #ReynaldoEzequiel'
2296,932580483451539457,2023-02-13 16:15:43+00:00,b'Era dengue tropa... PQP https://t.co/k2rrcqVjTv'
2297,1381700375640674305,2023-02-13 16:15:28+00:00,b'Gran minga contra el dengue en Santa Cruz.\n#LuchoContraElDengue\n#UnidosHaciaElBicentenario https://t.co/IUVp0WErQl'
2298,570928185,2023-02-13 16:15:09+00:00,"b'El ministro de @SaludSV, @FranAlabi, informo que actualmente en El Salvador, enfermedades como el dengue, Zika y Ch... https://t.co/hVnN2aFUKo'"
2300,1462345149166460934,2023-02-13 16:14:43+00:00,b'RT @udhadm: Know about the precautions against #dengue and its symptoms.\n@diprjk \n@HealthMedicalE1\n@ddnewsSrinagar https://t.co/PuuvUiCcz1'
2302,824622436494761984,2023-02-13 16:14:08+00:00,b'Vei que dor insuportavel e esse da Dengue pqp'
2306,1283140924361584643,2023-02-13 16:12:10+00:00,"b'O unico Objeto Voador Nao Identificado (OVNI) que a gente tem de temer no Brasil e o mosquito da dengue, principalm... https://t.co/qGH2GBs6jj'"
2308,129827792,2023-02-13 16:11:26+00:00,b'#FidesInfo\n    Bolivia registra desescalada de casos Covid-19 por septima semana consecutiva; afectados por dengue... https://t.co/r9rNzvBmKm'
2309,966112742666104832,2023-02-13 16:10:59+00:00,b'Meu corpo ainda coca em alguns locais kk devido a dengue'
2312,323672512,2023-02-13 16:10:27+00:00,b'morreu um adolescente aqui no estado que chamavam de mbappe douradense quinze anos estava se preparando pra fazer t... https://t.co/Zr55orxGrr'
2318,340990679,2023-02-13 16:09:13+00:00,"b'Ta tendo um surto de dengue na minha cidade,  Misericordia'"
2319,52553557,2023-02-13 16:07:33+00:00,"b'Tiene cara de mosquito bueno, clara-mente lleva el dengue adentro  https://t.co/aeLfQdCxNF'"
2320,152427590,2023-02-13 16:07:30+00:00,b'El dia sabado mi sobrina Valentina entro a urgencia al paso simon bolivar  de barranquilla @jaimepumarejo con males... https://t.co/lu31BDtbX4'
2324,1161194233,2023-02-13 16:06:33+00:00,b'Mis pdres ya empezaron con la paranoia del dengue'
2325,334731785,2023-02-13 16:05:57+00:00,b'Confirman el primer caso de dengue en General Guemes | https://t.co/WfYCCZyC3h https://t.co/Z90VMhSZ54'
2326,1581073967368097793,2023-02-13 16:05:40+00:00,b'@Ronaldzinho10 @ailaluebia Pau na dengue de novo?'
2327,166275230,2023-02-13 16:05:23+00:00,b'Una nueva jornada de eliminacion de criaderos se llevo a cabo con la ciudadania de Villa Elisa ante la proliferacio... https://t.co/tDWpLOl91J'
2330,1370212784433201154,2023-02-13 16:04:50+00:00,b'@Pablo_Peixoto Um filho do Homem Formiga resultado de um relacionamento rapido com uma brasileira poderia se chamar... https://t.co/FoQSiklkGz'
2332,413981468,2023-02-13 16:04:45+00:00,"b'Lucha contra dengue, chikungunya y zika\n\nEn solo 7 dias una casa puede infestarse de mosquitos si no se eliminan cr... https://t.co/2PRoIO609I'"
2333,1407508221540044802,2023-02-13 16:03:56+00:00,b'Demandan a ejecutivos de Emacruz por incumplimiento de deberes y atentado contra la salud\n\nLa denuncia la interpusi... https://t.co/dYmavvc9x7'
2334,999658469438443520,2023-02-13 16:03:54+00:00,b'Yacuiba realiza dos dias intensos de limpieza y eliminacion de criaderos del mosquito vector del #dengue \nNoticias... https://t.co/Tt64FL5NC0'
2335,2800854409,2023-02-13 16:03:12+00:00,"b'Los casos de dengue en Bolivia alcanzan a 5.549, 4.106 son de Santa Cruz, 770 de Beni y 309 de #Tarija \n\n#Salud \n\nhttps://t.co/ydYZxJsEmD'"
2339,580419337,2023-02-13 16:02:04+00:00,b'Yacuiba realiza dos dias intensos de limpieza y eliminacion de criaderos del mosquito vector del #dengue \nNoticias... https://t.co/yU004fxvXK'
2340,1490865411809812481,2023-02-13 16:01:29+00:00,b'Se eu pegar dengue pela 3 vez eu mim mato'
2341,1134534402808176641,2023-02-13 16:01:24+00:00,"b'Sumate a la brigada antimosquito! \n\nAyudanos a combatir al dengue, zika y chikungunya, manteniendo tu hogar limpi... https://t.co/E9tnlwu2NZ'"
